vid	start	stop	label	cid	text
213619	0.969	3.625	-0.3333333432674408	0	Hey there, ExpoTV there
213619	9.24	11.118	0.0	3	 It's unrated
213619	6.995	9.243	0.0	2	 It's called Hostel
213619	21.333	26.863	0.6666666865348816	5	 (uhh) It's presented by Quentin Tarantino and directed by Eli Roth
213619	12.064	20.587	-2.0	4	 (uhh) But if it was rated it would be rated R because it's really bad for you and bad for the kids and there's a lot of killings and a lot of blood and a lot of gore
213619	33.665	43.784	0.3333333432674408	7	 (uhh) This movie first starts off as like a x rated because you see a lot of girls who has and a lot of guys ding dongs
213619	26.521	32.36	-1.3333333730697632	6	 So if you know them they have sick minds and they like to make sick movies
213619	47.394	65.515	0.0	9	 (uhh) But the movie's about how two Americans go backpacking through Europe and they're just trying to have a good time, but they go to this hostel and eventually they get kidnapped and they get tortured, tortured (stutter)
213619	43.582	47.346	0.3333333432674408	8	 So if you can get past that it's not that bad
214095	65.622	67.5	-2.6666667461395264	11	 (umm) Don't see this movie
214095	56.234	64.018	-2.3333332538604736	10	 And this one, I mean, you can laugh about it being so bad but (uhh) that's about it
214095	70.361	76.989	-2.0	13	 (umm) It's incredibly predictable and Carlos Mencia is in it who steals jokes
214095	67.169	69.186	-2.3333332538604736	12	 It's not a good movie
214095	76.687	79.463	0.0	14	 So don't see it
214095	3.603	9.592	0.0	1	 (umm) I'm here right now reviewing the movie currently in theaters called The Heartbreak Kid
214095	1.498	3.945	0.3333333432674408	0	Hello expotv
214095	12.663	27.9	0.0	3	 (uhh) It's about this guy that marries this girl and while they're on his (stutter), while they're on their honeymoon he finds someone who he loves more, or he begins to fall in love with and so it's kind of about that
214095	9.31	11.657	-1.3333333730697632	2	 (umm) This movie stars Ben Stiller
214095	31.37	36.461	-1.0	5	 (uhh) {laugh} It's probably the most predictable comedy I've ever seen
214095	28.686	30.674	-1.6666666269302368	4	 (umm) This movie's awful
214095	40.649	48.224	-1.6666666269302368	7	 (umm) Most of the jokes I can put together before they were finished and it was just bad
214095	36.099	40.262	-0.3333333432674408	6	 (uhh) You don't you don't (stutter) have to be clever to know what's about to happen
214095	50.008	57.234	-0.6666666865348816	9	 His movies aren't always, don't always have the best plot but at least they make you laugh
214095	47.224	50.579	-0.6666666865348816	8	 I mean Ben Stiller is usually pretty funny
215259	56.573	61.484	0.0	11	 (umm) I know you'll miss the 3D, but I would wait for the DVD
215259	50.776	56.495	-0.3333333432674408	10	 (umm) I kinda only recommend (uhh) going to see it in matinee
215259	8.153	12.086	-1.0	1	 (uhh) This movie was a little bit disappointing to me
215259	1.558	7.397	0.3333333432674408	0	Hello Expo TV, I'm here to review Beowulf in three D
215259	16.833	22.433	-1.0	3	 (umm) But when you go and it's adapted to film I I (stutter) just don't think it was done as well
215259	11.765	16.845	1.3333333730697632	2	 (uhh) After reading the book the classic, it's obviously an amazing tale
215259	24.127	33.398	1.6666666269302368	5	 (umm) It took my eyes a few minutes to adjust to the three D at the theater I was at when (uhh) after I adjusted I thought it looked beautiful
215259	21.941	24.298	2.0	4	 The animation was excellent
215259	37.945	41.948	-1.3333333730697632	7	 But on the overall, (uhh) I was kinda disappointed
215259	33.485	38.486	1.3333333730697632	6	 (umm) Especially the last fighting scene, I thought that was the best part of the movie
215259	45.209	51.068	-1.6666666269302368	9	 (umm) So if I were to go see this full price, I I (stutter) would not recommend it
215259	41.307	44.752	-1.3333333730697632	8	 I I (stutter) thought it should have been a little bit deeper
216007	147.835	150.941	0.0	24	 (umm) And that's the kind of thing they do in this movie
216007	149.941	153.634	-1.0	25	 And I think that makes it kind of painful
216007	153.792	156.977	2.0	26	 (umm) The only up side is the special effects are fantastic
216007	155.977	161.317	0.6666666865348816	27	 The previous adaptation of Hitchhiker was done by the BBC on a shoestring budget
216007	132.52	134.658	0.0	20	 It's like their evening show
216007	135.873	140.504	-2.3333332538604736	21	 That's just a really, really obvious, stupid mistake
216007	139.504	142.889	-1.3333333730697632	22	 Why did they have to make that joke? It's not that good
216007	142.238	147.528	-1.3333333730697632	23	 Considering it got something so completely wrong, I think Douglas Adams fans would just grit their teeth
216007	160.317	162.205	-1.6666666269302368	28	 It looks awful
216007	161.534	163.991	-0.3333333432674408	29	 It's great, but it looks terrible
216007	0.48	9.592	1.6666666269302368	1	 I'm Liz and I'm here to talk to you about The Hitchhiker's Guide to the Galaxy, based on the beloved series of books by Douglas Adams, may he rest in peace
216007	0.101	1.46	0.6666666865348816	0	Hi
216007	17.342	26.254	0.6666666865348816	3	 (umm) Part of, I think, that the remarkable thing about the books is Douglas Adams wrote them sequentially, with no planning ahead of time as to what was gonna to happen
216007	10.897	16.536	-2.3333332538604736	2	 (umm) I'm not entirely convinced that the people who made this movie understood the books at all
216007	34.104	37.498	0.6666666865348816	5	 (uhh) That's part of what makes them so amazing
216007	25.314	32.141	0.6666666865348816	4	 And yet, they all come around into an incredibly tight plot and theme
216007	45.837	48.384	-0.6666666865348816	7	 They're certainly not going to now, I don't think
216007	36.498	46.558	-1.6666666269302368	6	 And this movie destroys all of that by sort of creating its own (umm) self-contained plot because I guess they weren't planning on making more movies
216007	54.657	59.728	-1.0	9	 (umm) They just {sigh} it's hard to explain if you're not a Douglas Adams fan
216007	48.411	51.866	-2.0	8	 (umm) Since no one really liked it that much
216007	61.502	66.981	-1.0	11	 To really feel what it was they got wrong, there's just a feeling missing
216007	58.728	61.943	0.0	10	 You haven't, you know, read all the books and seen the movie
216007	81.756	83.913	-1.0	13	 (umm) It's not a great adaptation
216007	65.981	81.468	-1.3333333730697632	12	 Everything that he intended and all these sort of (umm) jokes that he meant to be funny in a particular way just aren't the same, and they've added a lot of their own jokes that are funny in a very different way, not not (stutter) what he would have wanted
216007	88.909	106.172	0.0	15	 And I think the greatest example of that is the line at the very end, when Alan Rickman as the robot says, they're (stutter) heading to the Restaurant at the End of the Universe, which is the name of the second, the second (stutter) novel in the series, and is an actual setting in the novel
216007	82.913	89.76	-1.0	14	 Is it a good movie? I suppose it's kind of amusing in its own way, but it's not a good adaptation of the story
216007	114.81	123.094	-1.6666666269302368	17	 The restaurant was not, even if you casually read Douglas Adams, you know the restaurant is not at the physical end of the universe, it's at the temporal end of the universe
216007	106.559	114.523	-0.6666666865348816	16	 And he says, not that anyone cares, or asked me, or whatever, but the restaurant is at the other end of the universe
216007	130.704	133.52	-0.6666666865348816	19	 And that's sort of the main attraction of the restaurant
216007	122.463	131.405	0.3333333432674408	18	 It's a place where you can go, utilizing time travel, you can go to this particular point in time, at just the point the universe ends, and watch it end
216007	165.036	175.545	-2.6666667461395264	31	 So, you know, whatever you want to sacrifice, I guess, but, (uhh) no, this movie doesn't capture the spirit of the story at all
216007	163.18	165.547	-2.3333332538604736	30	 This movie is terrible, and looks great
21638	3.902	10.32	0.0	1	 A Korean war film, (umm) the title actually translates to The Brotherhood of War
21638	0.0	4.454	0.3333333432674408	0	Hi I will review for you the special collector's edition of Tae Guk Gi
21638	15.416	24.079	1.6666666269302368	3	 (umm) It's a really stylized film, so you can really get the grittiness of war that's going on all the battles and stuff in this, in the movie
21638	10.767	16.007	0.0	2	 (umm) The movie itself is a lot like Saving Private Ryan and Band of Brothers
21638	34.982	53.462	0.0	5	 (umm) As far as the actual disc, (uhh) DVD collection goes, (uhh) it comes in a two disc set, (uhh) the first disc is the widescreen version of the film and the second disc is a bonus disc that comes with about three hours of footage of behind the scenes, cast documentaries, and outtakes
21638	23.658	32.989	0.0	4	 (umm) It is about a the story between of two brothers who are forced to join a war going on in Korea, between the north the north (stutter) and south
21638	53.859	59.698	2.0	6	 (umm) It is a really well made movie and a really well made (uhh) DVD collector's edition
216857	94.626	97.382	-0.3333333432674408	20	 It's a pretty long movie
216857	96.702	103.359	0.0	21	 And (umm) the DVD is available on Amazon dot com, along with pretty much any DVD retail
216857	0.0	3.486	0.0	1	 This is my review of Message in a Bottle
216857	0.0	0.782	0.0	0	Hi
216857	18.33	21.724	-0.6666666865348816	3	 (umm) I'm probably in the minority of people
216857	4.042	16.576	0.0	2	 (umm) This is a movie starring Kevin Costner, Robin Wright Penn, and Paul Newman which was based on the best-selling Nicholas Sparks novel (umm) also entitled Message in a Bottle
216857	27.249	30.594	-0.3333333432674408	5	 And (umm) not surprising
216857	21.113	28.05	-1.3333333730697632	4	 (umm) I know it's got a lot of good ratings and stuff when it came out, but, really, not one of my favorite movies
216857	31.111	33.667	-0.6666666865348816	7	 This was actually given to me as a gift
216857	29.923	32.111	-0.3333333432674408	6	 I mean, I did watch
216857	38.284	47.117	-2.6666667461395264	9	 (uhh) It always seems really cliche to me and (umm) tries to be deep, but it's really not
216857	32.827	39.155	-1.0	8	 But (uhh) I don't really care for Nicholas Sparks' (umm) writing that much
216857	51.634	55.767	0.0	11	 And it (uhh) I mean, it was okay
216857	47.304	52.634	-1.0	10	 (uhh) So I, you know, wasn't (uhh) crazy about watching this movie in the first place
216857	56.762	61.185	0.3333333432674408	13	 It's not like I shut it off in the middle or anything
216857	54.767	57.762	0.0	12	 I, I (stutter) watched it through
216857	64.754	71.97	0.3333333432674408	15	 But (umm) (uhh), you know, I would recommend it if you like the Nicholas Sparks books
216857	60.185	65.235	0.6666666865348816	14	 It was worth (umm) watching on a, you know, boring afternoon
216857	76.937	84.532	-0.3333333432674408	17	 I didn't find him, I did read the book before I saw the movie, and (uhh) he didn't really fit
216857	71.229	77.937	-1.0	16	 And (uhh) also, not a huge Kevin Costner fan, so (umm) not really up for that
