Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
4467,"Well, you're not totally paranoid.",Rachel,neutral,neutral,455,9,2,2,"00:20:42,074","00:20:46,494"
4468,Oy.,Julie,joy,positive,455,10,2,2,"00:20:47,996","00:20:50,414"
4469,"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right.",Rachel,sadness,negative,455,11,2,2,"00:20:55,629","00:21:06,222"
4470,"Thanks. Hey, listen, would you like to go to a movie sometime or something?",Julie,neutral,neutral,455,12,2,2,"00:21:32,457","00:21:36,168"
4471,"Yeah, that'd be great. I'd love it.",Rachel,joy,positive,455,13,2,2,"00:21:36,336","00:21:39,297"
4472,"I'd love it too. Shoot, I gotta go. So, I'll talk to you later.",Julie,neutral,neutral,455,14,2,2,"00:21:39,464","00:21:46,012"
4473,"All right, Julie.",Rachel,neutral,neutral,455,15,2,2,"00:21:43,885","00:21:46,012"
4474,Bye.,Julie,neutral,neutral,455,16,2,2,"00:21:46,179","00:21:47,847"
4475,Bye.  What a manipulative bitch.,Rachel,disgust,negative,455,17,2,2,"00:21:46,179","00:21:57,982"
4476,"Chandler, I found the perfect ring.",Phoebe,joy,positive,456,0,6,23,"00:13:05,201","00:13:07,327"
4477,"Oh, thats uh, thats pretty nice but Im gonna go with the one I picked first.",Chandler,neutral,neutral,456,1,6,23,"00:13:07,495","00:13:10,497"
4478,"Oh my God Chandler, the one you picked is gone. Its over!",Phoebe,anger,negative,456,2,6,23,"00:13:10,664","00:13:14,626"
4479,What?,Chandler,surprise,negative,456,3,6,23,"00:13:15,419","00:13:16,878"
4480,Some guy bought it. Im sorry. I tired to stop it but they  put me in jail!,Phoebe,sadness,negative,456,4,6,23,"0:13:17,046","0:13:20,925"
4481,They put you in jail?,Chandler,surprise,negative,456,5,6,23,"0:13:20,925","0:13:21,117"
4482,The little jail between the doors!,Phoebe,anger,negative,456,6,6,23,"00:13:22,343","00:13:26,221"
4483,"Phoebe, I asked you to guard the ring!",Chandler,anger,negative,456,7,6,23,"00:13:26,597","00:13:29,641"
4484,"I know, Im sorry! But yknow, this ring is better! Monica never even saw the other ring.",Phoebe,anger,negative,456,8,6,23,"00:13:26,597","00:13:33,370"
4485,Yeah but when he proposed to me with the ring I got goose bumps.,Chandler,sadness,negative,456,9,6,23,"00:13:33,938","00:13:38,483"
4486,Maybe it was the guy.,Phoebe,neutral,neutral,456,10,6,23,"0:13:39,318","0:13:40,153"
4487,It was the ring!,Chandler,anger,negative,456,11,6,23,"0:13:40,153","0:13:41,764"
4488,"No, not that, I mean, what about you and Mindy?",Rachel,neutral,neutral,457,0,1,20,"00:06:43,277","00:06:46,947"
4489,"Well, if you want, I'll justI'll just break it off with her.",Barry,neutral,neutral,457,1,1,20,"00:06:47,573","00:06:54,621"
4490,"No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.",Rachel,anger,negative,457,2,1,20,"00:06:50,660","00:06:58,375"
4491,"Dr. Farber, Bobby Rush is here for his adjustment.",Bernice,neutral,neutral,457,3,1,20,"00:06:54,789","00:06:58,375"
4492,"Thanks, Bernice.  Let's go away this weekend.",Barry,neutral,neutral,457,4,1,20,"00:06:58,543","00:07:02,879"
4493,"Oh, Barry..! Come on, this is all way too..",Rachel,surprise,positive,457,5,1,20,"00:07:03,047","00:07:05,340"
4494,"We can, we can go to Aruba!",Barry,joy,positive,457,6,1,20,"00:07:05,508","00:07:07,134"
4495,"When I went there on what would have been our honeymoon, it was, uh... it was really nice.",Barry,sadness,negative,457,7,1,20,"00:07:07,969","00:07:14,266"
4496,You would've liked it.,Barry,sadness,negative,457,8,1,20,"00:07:11,264","00:07:14,266"
4497,I had a bra.,Rachel,neutral,neutral,457,9,1,20,"00:07:16,602","00:07:18,645"
4498,"Hey, Dr. Farber.",Bobby,neutral,neutral,457,10,1,20,"00:07:29,991","00:07:30,991"
4499,"All right Miss Green, everything looks fine... Yep, I think we're starting to see some real progress here.",Barry,neutral,neutral,457,11,1,20,"00:07:31,159","00:07:37,956"
4500,What?!,Rachel,surprise,negative,457,12,1,20,"0:07:41,752","0:07:42,211"
4501,"I'm twelve, I'm not stupid.",Bobby,fear,negative,457,13,1,20,"0:07:42,211","0:07:44,949"
4502,Oh my God! What does,Rachel,surprise,negative,458,0,1,22,"00:07:03,548","00:07:06,174"
4503,Oh that's an eye removal machine.,Monica,neutral,neutral,459,0,5,22,"0:07:08,136","0:07:09,930"
4504,"All right, I'm outta here!",Rachel,anger,negative,459,1,5,22,"0:07:09,930","0:07:10,709"
4505,I'm kidding! I'm kidding!,Monica,joy,positive,459,2,5,22,"00:07:10,847","00:07:12,472"
4507,So were done then!,Rachel,anger,negative,459,3,5,22,"0:07:18,062","0:07:18,774"
4508,"Almost! But first, we gotta start.",Dr. Miller,neutral,neutral,459,4,5,22,"0:07:18,774","0:07:21,242"
4510,This is a glaucoma test.,Dr. Miller,neutral,neutral,459,5,5,22,"0:07:21,524","0:07:22,906"
4511,Uh-huh.,Rachel,neutral,neutral,459,6,5,22,"0:07:22,906","0:07:23,468"
4512,Sit down.,Dr. Miller,neutral,neutral,459,7,5,22,"0:07:23,468","0:07:24,656"
4513,Okay.,Rachel,neutral,neutral,459,8,5,22,"00:07:24,735","00:07:26,695"
4514,"But your chin here.  Now, you'll feel a small puff of air in each eye.",Dr. Miller,neutral,neutral,459,9,5,22,"00:07:28,698","00:07:31,491"
4515,What?!,Rachel,surprise,negative,459,10,5,22,"00:07:31,659","00:07:33,326"
4516,"A small puff of air, now come on!",Monica,anger,negative,459,11,5,22,"00:07:33,953","00:07:37,080"
4517,"Sure, now Im scared.",Joey,fear,negative,460,0,6,1,"00:13:43,948","00:13:45,824"
4518,"No, we can go together! Just dont wait too long though, okay? Cause Im outta here sometime before Friday.",Phoebe,neutral,neutral,460,1,6,1,"00:13:46,242","00:13:52,038"
4519,"Yeah, but I dont wanna die!",Joey,fear,negative,460,2,6,1,"00:13:53,123","00:13:54,707"
4520,"No-no, itll be fun! We can come back and we can haunt these guys!",Phoebe,joy,positive,460,3,6,1,"00:13:56,043","00:13:58,169"
4521,"Um, Chandler, Ross, this is Robert.",Phoebe,neutral,neutral,461,0,3,13,"0:06:14,123","0:06:16,793"
4522,"Oh, hey.",Chandler,neutral,neutral,461,1,3,13,"0:06:16,793","0:06:18,015"
4523,Hi.,Robert,neutral,neutral,461,2,3,13,"00:06:18,127","00:06:20,253"
4525,"Youve have lipstick right here . Thats okay, its mine, we just kissed.",Phoebe,neutral,neutral,461,3,3,13,"00:06:18,127","00:06:23,840"
4526,Hey!,Chandler,surprise,positive,462,0,3,5,"0:00:03,294","0:00:03,756"
4527,Hey!,Joey,surprise,positive,462,1,3,5,"0:00:03,756","0:00:05,514"
4529,No. Y'know how were always saying we need a place for the mail.,Joey,neutral,neutral,462,3,3,5,"00:00:13,513","00:00:16,473"
4531,"Well, I started building one. But then I decided to take it to the next step.",Joey,neutral,neutral,462,5,3,5,"00:00:21,855","00:00:27,067"
4532,Youre building a post office?,Chandler,surprise,negative,462,6,3,5,"00:00:28,111","00:00:30,571"
4533,"No, an entertainment unit, with a mail cubby built right in. Its a one day job, max.",Joey,neutral,neutral,462,7,3,5,"00:00:31,489","00:00:42,041"
4534,Okay.  My word! Those are snug.,Chandler,surprise,negative,462,8,3,5,"00:00:39,164","00:00:42,041"
4535,"Oh yeah. These are my old work pants, Sergio Valentes.",Joey,neutral,neutral,462,9,3,5,"00:00:43,501","00:00:48,464"
4536,Power saw kinda got away from me there.,Joey,neutral,neutral,462,10,3,5,"00:00:58,016","00:01:00,809"
4537,Hi!,Rachel,joy,positive,463,0,7,11,"00:04:57,297","00:04:58,297"
4538,Another cheesecake came! They delivered it to the wrong address again!,Chandler,anger,negative,463,1,7,11,"00:04:59,882","00:05:02,134"
4539,"So just bring it back downstairs, whats the problem?",Rachel,neutral,neutral,463,2,7,11,"00:05:03,136","00:05:05,971"
4540,I cant seem to say goodbye.,Chandler,sadness,negative,463,3,7,11,"00:05:06,139","00:05:08,598"
4541,"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?",Rachel,surprise,negative,463,4,7,11,"00:05:08,766","00:05:13,228"
4542,Well Ive forgotten what it tastes like okay?!,Chandler,anger,negative,463,5,7,11,"00:05:13,396","00:05:16,106"
4543,It was cheesecake.,Rachel,neutral,neutral,463,6,7,11,"0:05:16,274","0:05:17,985"
4544,It was fine.,Rachel,neutral,neutral,463,7,7,11,"0:05:17,985","0:05:19,302"
4545,"It had a buttery, crumbly, graham cracker crust, with a very rich yet light, cream cheese filling  Wow!",Rachel,surprise,positive,463,8,7,11,"00:05:19,402","00:05:30,370"
4546,My whole mouth just filled with saliva!,Rachel,joy,positive,463,9,7,11,"00:05:32,665","00:05:35,876"
4547,Yknow what? Forget it!,Chandler,anger,negative,463,10,7,11,"00:05:36,044","00:05:39,129"
4548,Yeah and well drop it off downstairs so that were not tempted.,Rachel,neutral,neutral,463,11,7,11,"00:05:45,762","00:05:47,888"
4549,Good idea. Where do you want to go to lunch?,Chandler,neutral,neutral,463,12,7,11,"00:05:48,056","00:05:49,473"
4550,"Mommas Little Bakery, Chicago, Illinois.",Rachel,neutral,neutral,463,13,7,11,"00:05:49,640","00:05:51,308"
4551,This ones from me.,Tag,neutral,neutral,464,0,7,14,"0:10:51,734","0:10:53,027"
4552,Ahh!,Rachel,surprise,positive,464,1,7,14,"0:10:53,027","0:10:53,699"
4553,"It wasnt on your list, but hopefully youll think its really fun.",Tag,neutral,neutral,464,2,7,14,"00:10:53,903","00:10:56,529"
4554,A scooter!,Rachel,surprise,positive,464,3,7,14,"00:10:58,240","00:10:59,908"
4555,Stick to the list. Always stick to the list.,Ross,neutral,neutral,464,4,7,14,"00:11:01,702","00:11:03,870"
4556,"No! No-no, I love it. Thank you.",Rachel,joy,positive,464,5,7,14,"00:11:09,251","00:11:11,711"
4557,"Okay, open ours next. Open ours next!",Chandler,joy,positive,464,6,7,14,"0:11:12,046","0:11:14,098"
4558,Okay.,Rachel,neutral,neutral,464,7,7,14,"0:11:14,098","0:11:14,778"
4559,"Now that youre a couple, we dont get two presents from you guys?",Joey,neutral,neutral,464,8,7,14,"00:11:14,924","00:11:17,425"
4560,For my last birthday you gave me a,Chandler,neutral,neutral,464,9,7,14,"00:11:17,635","00:11:20,762"
4561,Okay.,Rachel,neutral,neutral,464,10,7,14,"00:11:21,639","00:11:23,765"
4562,Happy birthday Grandma!,Rachel,joy,positive,464,11,7,14,"00:11:27,561","00:11:29,896"
4563,Its better to be over the hill  then buried under it.,Rachel,neutral,neutral,464,12,7,14,"00:11:32,191","00:11:37,696"
4564,All our love Monica and Chandler.,Rachel,neutral,neutral,464,13,7,14,"0:11:40,783","0:11:43,755"
4565,"Thats funny, yeah!",Rachel,joy,positive,464,14,7,14,"0:11:43,755","0:11:43,920"
4566,No-no-no-no! That was the joke!,Chandler,surprise,negative,464,15,7,14,"00:11:44,120","00:11:46,454"
4567,"No, I know! I get it! Its funny!",Rachel,joy,positive,464,16,7,14,"00:11:46,706","00:11:49,457"
4568,"No, because youre not a grandmother!",Chandler,sadness,negative,464,17,7,14,"00:11:49,709","00:11:51,668"
4569,"No I know, because to be a grandmother you have to be married and have children and I dont have any of those things.",Rachel,sadness,negative,464,18,7,14,"00:11:51,877","00:12:00,135"
4570,Thats why its so funny.,Rachel,neutral,neutral,464,19,7,14,"00:11:55,631","00:12:00,135"
4571,All you had to do was buy the card!,Monica,anger,negative,464,20,7,14,"00:12:06,684","00:12:09,477"
4572,"Hey, Joey. What's going on?",Phoebe,neutral,neutral,465,0,1,13,"00:22:00,652","00:22:03,112"
4573,Clear the tracks for the boobie payback express. Next stop: Rachel Green.,Joey,neutral,neutral,465,1,1,13,"00:22:03,363","00:22:08,034"
4574,Joey!! What the hell were you doing?!,Monica,disgust,negative,465,2,1,13,"00:22:14,374","00:22:16,751"
4575,Sorry. Wrong boobies.,Joey,sadness,negative,465,3,1,13,"00:22:17,252","00:22:19,545"
4576,"Hello, Joey.",Monica,neutral,neutral,465,4,1,13,"00:22:32,768","00:22:33,893"
4577,"Oh! ...Hello, dear.",Mr. Tribbiani,surprise,positive,465,5,1,13,"00:22:35,437","00:22:36,645"
4578,Man. Can you believe he's only had sex with one woman?,Joey,surprise,positive,466,0,1,4,"00:19:56,904","00:20:01,991"
4579,"I think it's great. Y'know, it's sweet, it's romantic...",Chandler,joy,positive,466,1,1,4,"00:20:02,868","00:20:09,040"
4580,Really?,Joey,surprise,positive,466,2,1,4,"00:20:09,958","00:20:11,083"
4581,"No, you kidding? The guy's a freak..",Chandler,disgust,negative,466,3,1,4,"00:20:11,251","00:20:14,420"
4582,"Hey, buddy.",Both,neutral,neutral,466,4,1,4,"00:20:14,588","00:20:15,880"
4584,"Oh, that's attractive.",Receptionist,neutral,neutral,466,5,1,4,"00:20:20,427","00:20:23,554"
4585,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",Chandler,joy,positive,466,6,1,4,"00:20:25,641","00:20:34,398"
4586,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",Ross,disgust,negative,466,7,1,4,"00:20:34,566","00:20:39,904"
4587,"Oh, ah- the kid has it.",Joey,neutral,neutral,466,8,1,4,"00:20:40,072","00:20:42,865"
4588,"The kid...?  Excuse me, uh, that's, that's my puck.",Ross,anger,negative,466,9,1,4,"00:20:43,700","00:20:46,786"
4589,"You gotta do it, man.",Chandler,neutral,neutral,466,10,1,4,"00:20:54,044","00:20:56,087"
4590,"Oh yeah? Well, I'm rubber, you're glue, whatevercan't do it.  Listen, uh- gimme back my puck.",Ross,anger,negative,466,11,1,4,"00:20:57,089","00:21:05,513"
4591,"Yes', how about. C'mere. Gimme!",Ross,anger,negative,466,12,1,4,"00:21:05,681","00:21:08,849"
4592,Hey! Hey! No rough holding in my ER!,Receptionist,anger,negative,466,13,1,4,"00:21:09,017","00:21:10,977"
4593,GIVE ME MY PUCK!!,Ross,anger,negative,466,14,1,4,"00:21:11,144","00:21:12,770"
4594,...Now,Ross,anger,negative,466,15,1,4,"00:21:18,193","00:21:20,736"
4595,"Oh, look, wish me luck!",Rachel,joy,positive,467,0,1,1,"0:16:45,504","0:16:46,088"
4596,What for?,Monica,neutral,neutral,467,1,1,1,"0:16:46,088","0:16:47,192"
4597,I'm gonna go get one of those  job things.,Rachel,neutral,neutral,467,2,1,1,"00:16:47,339","00:16:50,633"
4598,"Oh, I told the stripper to be here at five. Thats good right?",Phoebe,neutral,neutral,468,0,8,20,"00:04:35,888","00:04:39,434"
4599,You ordered a stripper for the shower?! That is totally inappropriate!,Monica,anger,negative,468,1,8,20,"00:04:41,644","00:04:44,939"
4600,What? Hes gonna be dressed as a baby!  Oh hi Mrs. Green!,Phoebe,surprise,positive,468,2,8,20,"00:04:45,148","00:04:52,780"
4601,Hi!,Monica,joy,positive,468,3,8,20,"0:04:49,110","0:04:52,702"
4602,Im so glad you could make it.,Phoebe,joy,positive,468,4,8,20,"0:04:52,702","0:04:52,844"
4603,"Yes, thank you so much. And again, were so sorry. We could not feel worse about it.",Monica,joy,positive,468,5,8,20,"00:04:52,947","00:04:57,118"
4604,Try. Theres my little girl.,Mrs. Green,joy,positive,468,6,8,20,"00:04:57,910","00:05:02,457"
4605,Shes still mad.,Monica,neutral,neutral,468,7,8,20,"00:05:03,124","00:05:05,293"
4606,Yeah I know. Isnt it great? One less person we have to make small talk with.,Phoebe,joy,positive,468,8,8,20,"00:05:05,460","00:05:08,504"
4607,"Phoebe, Sandras mad at you too. It-it doesnt bother you?",Monica,surprise,positive,468,9,8,20,"00:05:08,963","00:05:12,967"
4608,"Oh, thats veryReally very-very okay.",Rachel,neutral,neutral,469,0,8,23,"00:06:10,942","00:06:14,237"
4609,"Julies cervix is dilated a seven centimeters, thats about four fingers. The doctor let me feel it myself.",Marc,joy,positive,469,1,8,23,"00:06:14,445","00:06:24,205"
4610,Have you felt Rachels cervix Ross?,Julie,neutral,neutral,470,0,6,23,"00:06:20,868","00:06:24,205"
4611,"No, I dont think well be doing that.",Rachel,disgust,negative,471,0,8,23,"0:06:24,413","0:06:25,845"
4612,Were not gonna do that.,Ross,disgust,negative,471,1,8,23,"0:06:25,845","0:06:27,763"
4613,"Well, if you like you can feel Rachels and then feel mine to compare.",Julie,neutral,neutral,471,2,8,23,"00:06:27,875","00:06:30,795"
4614,Am I interrupting?,Mrs. Geller,neutral,neutral,471,3,8,23,"0:06:32,547","0:06:34,099"
4615,Uh yes! Thank you.,Ross,joy,positive,471,4,8,23,"0:06:34,099","0:06:35,150"
4616,Oh. Oh wait no.,Rachel,neutral,neutral,471,5,8,23,"0:06:35,258","0:06:37,177"
4617,Later.,Ross,neutral,neutral,471,6,8,23,"0:06:37,177","0:06:37,314"
4619,"Oh uh, Im sorry.",Ross,neutral,neutral,472,1,6,23,"00:06:37,468","00:06:40,096"
4620,No Ross! Ross! Ross! My child has no father!,Rachel,fear,negative,472,2,6,23,"00:06:40,263","00:06:45,268"
4621,Try feeding her again.,Monica,neutral,neutral,473,0,9,2,"0:11:23,557","0:11:24,899"
4622,I already fed her.,Rachel,neutral,neutral,473,1,9,2,"0:11:24,899","0:11:26,609"
4623,"I know, that’s why I said again!",Monica,anger,negative,473,2,9,2,"00:11:26,727","00:11:29,437"
4624,"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.",Phoebe,fear,negative,473,3,9,2,"00:11:30,606","00:11:37,070"
4625,Hey.,Chandler,neutral,neutral,473,4,9,2,"00:11:36,028","00:11:37,070"
4626,Phoebe! Rachel! Its Monica! I wonder what you could possibly need me for on such short notice!  Oh.,Monica,joy,positive,474,0,7,19,"00:18:55,175","00:19:01,806"
4627,"Oh Monica, we are so sorry.",Rachel,sadness,negative,474,1,7,19,"00:19:05,060","00:19:10,273"
4628,For what?,Monica,joy,positive,474,2,7,19,"00:19:06,478","00:19:10,273"
4629,"Well first, for forgetting to throw you a bridal shower.",Rachel,sadness,negative,474,3,7,19,"00:19:10,440","00:19:14,318"
4630,And then for forgetting to invite you to it.,Phoebe,neutral,neutral,474,4,7,19,"00:19:14,486","00:19:16,946"
4631,You al-you already had it?,Monica,surprise,negative,474,5,7,19,"00:19:19,366","00:19:20,867"
4633,"Well, we called everyone in your phone book and a bunch of people came, but it took us so long to get you here that they-they had to leave.",Phoebe,neutral,neutral,474,6,7,19,"00:19:21,034","00:19:27,915"
4634,"Yeah, we wanted to throw you a big surprise and a great shower, and now you dont have either.",Rachel,sadness,negative,474,7,7,19,"00:19:28,750","00:19:35,173"
4635,We ruined everything.,Phoebe,sadness,negative,474,8,7,19,"0:19:35,340","0:19:36,562"
4636,Ugh,Rachel,sadness,negative,474,9,7,19,"0:19:36,562","0:19:36,856"
